Pgc_av,Pevap_av,pc_av,pe_av,SH_av,Tc_out_av,Te_out_av,Tw_out_av,Tmpg_out_av,hc_out_av,he_out_av,COP_av,Pheat_out_av,mc_in_dot_av,me_out_dot_av
912.2564777150694,1404.105881437068,62.50105808069816,35.69116285817875,0.0,23.739983327481088,0.9022789379105248,25.74399393309094,3.1888128687382546,351083.00536586426,410705.4702379351,1.4250296203437007,3510.776290452709,9.506570722926082,7.635844878439263
1293.7580111012383,1849.8763924661885,64.2903735108836,31.400431683225644,0.0,24.96479451402809,-3.8854971813133887,27.49943806791696,-0.7930336953006346,359567.78263544216,413701.18566172046,1.29313006442732,4835.916885526271,12.917049413236349,9.706893123532039
1444.7615504081944,2030.1180781692735,65.03894621421041,29.15400645270817,0.0,25.46858449991051,-6.5867765997713095,28.330382660528244,-3.2511143388190815,366183.4963520502,418025.8318271291,1.1849092403722148,5571.554925926058,14.504211089913353,10.339516612947552
1664.8612383070056,2220.306410356462,65.64609681005155,27.633144640898017,0.0,25.87351978994758,-8.503503627115618,29.035088574156468,-4.764937712314858,368291.08447071887,418648.69137793843,1.1018195990221398,6396.521404731616,16.158410101543513,11.19950033835325
1433.1431851549892,1772.5845770833143,66.78395156076583,28.722493406383922,0.0,26.623622745950087,-7.123013782420607,30.23115333455606,-4.959893253723391,387501.8774523344,380711.14724802447,1.0887472552551412,6641.923044695026,16.841177666849152,11.187056547910897
742.5871446672711,967.1592640448013,63.79454375767025,26.75898229534571,0.0,26.988877967329966,-9.640424648654394,29.400457984580974,-8.31010843448408,408964.54143688915,335508.9132894854,0.8173203403790907,4744.884785492304,11.822308838791898,7.567532996626869
414.561478183912,506.36198292998705,58.74906744767361,25.079601180854944,2.5579538487363606e-15,27.66410895675221,-11.903196802381425,29.490022852591704,-11.067962300226863,428004.5487415312,291593.26391203434,0.7323394251243325,3858.999436417255,8.79009948333168,5.219904178854285
866.881828553026,1279.7496126344515,69.2770502621712,35.74393422603559,7.077447451998458,27.381640741988967,8.035901305316383,32.20567017401837,6.924294780428653,283106.22634598764,442574.70973428496,1.5494152374049517,3396.1884368655215,5.583941247950042,5.498972727106234
720.5670976005551,1329.8064881686182,66.93616050190747,36.58926395388418,0.0,28.31842429893996,1.850060537316412,33.51221440586541,3.5909445300647476,400320.0985316107,372575.87929820654,1.1143555196391408,3650.591072839037,11.253446675817093,9.356155418726056
1302.584457448521,1390.213522840901,72.22968221411934,34.310118503795806,0.0,31.11627582260211,-0.5901257287598412,37.26419238687514,1.1775312856422915,385389.97268944315,391869.8995639129,1.178964183428249,5282.30923380908,14.829875722010556,9.14141904024694
1138.7274449360646,1257.6145627020976,76.34468163682519,32.62343983362293,0.0,37.80410942656597,-2.4741070372785585,39.03893766686217,-0.8326688201175259,406491.458538039,370762.99119047605,0.983405312890391,5709.077183790211,15.872270358935088,9.558791859566115
924.4841300143295,1271.6793006230273,75.79351397988395,31.341983080798144,0.0,37.840173621808034,-3.9539540652100684,39.17268042217915,-2.1917022568011406,408698.69193312933,358721.376764589,0.8680393825381986,5248.440624280678,13.342151677906921,9.62086908881995
325.7185484532614,738.5331260363976,78.83293783147988,29.454953669921405,0.0,37.5384351230944,-6.216226995157126,40.501555361812244,-4.902536185270391,394212.3396907611,322563.4769137102,0.7091319547010191,3945.976285328086,4.4333610506281875,5.855799218603036
188.78925884811687,124.82984891406711,70.61778323070699,28.10167103374109,0.0,37.39474875025517,-7.904963458056564,41.32588459449126,-7.7128694856652285,423279.18320284784,238652.28287053545,0.6477346438909629,3292.25140019256,3.271816129355569,2.8059637319023185
211.94484102712545,86.01960107682399,73.47705133542419,28.500039550664432,-8.526512829121202e-15,39.9119044044378,-7.4017646453765025,43.205016208486484,-9.900000275431811,423312.2238908961,263297.5145147118,0.6934268476052659,3357.4453789214504,3.540917416205372,1.3741912572782529
